(Intercept) as.factor(phenotypes$Age.x)1 as.factor(phenotypes$Age.x)2 as.factor(phenotypes$Age.x)3 as.factor(phenotypes$Age.x)4 as.factor(phenotypes$Age.x)5 as.factor(phenotypes$Age.x)6 as.factor(phenotypes$Age.x)7 as.factor(phenotypes$Age.x)8 as.factor(phenotypes$Age.x)9 as.factor(phenotypes$Age.x)10 as.factor(phenotypes$Age.y)3 as.factor(phenotypes$Age.y)4 as.factor(phenotypes$Age.y)5 as.factor(phenotypes$Age.y)6 as.factor(phenotypes$Age.y)7 as.factor(phenotypes$Age.y)8 as.factor(phenotypes$Age.y)9 as.factor(phenotypes$Gen.Line)RAMB as.factor(phenotypes$Gen.Line)UNKN as.factor(phenotypes$Management.Group)1 as.factor(phenotypes$Management.Group)2 as.factor(phenotypes$Lambs.Birthed.x)2 as.factor(phenotypes$Lambs.Birthed.x)3 as.factor(phenotypes$Lambs.Birthed.x)4 as.factor(phenotypes$Lambs.Birthed.y)2 as.factor(phenotypes$Lambs.Birthed.y)3
-4.899382 0.07476418 -0.9878556 -1.105065 -0.9548013 -1.091727 -1.059543 -1.028946 -1.039439 -1.275935 -0.9713655 0.2073907 -9.827883 -9.819437 -10.78755 -10.40556 -10.89151 -8.139585 0.2515949 -0.04171506 11.01966 10.24431 0.2923663 0.6164586 0.7972389 0.01999176 0.3529353
-4.949609 -0.4392219 -0.9766398 -1.192221 -1.079991 -0.9658556 -1.144887 -1.010465 -0.9419459 -1.402097 -1.711815 0.2461013 -9.895296 -9.972985 -10.21611 -10.42498 -8.807402 -7.204707 0.205251 -0.1253508 10.47391 10.29994 0.2069243 0.6840733 0.1458938 0.0440511 0.9543347
-5.00164 -0.6890767 -0.8573642 -0.8653725 -0.8031095 -0.7944119 -1.000217 -0.5449396 -0.8432656 -1.311926 -0.7102796 0.08241848 -10.19198 -10.17079 -10.19946 -9.701972 -9.723622 -8.312864 0.1762648 0.1468062 10.43567 10.21608 0.1371132 0.5649526 0.1757554 0.1559523 0.05872941
-4.879074 -0.8184656 -0.6185703 -0.9587233 -0.8256991 -0.6569566 -0.8935077 -0.5849753 -0.7800876 -1.271541 -1.66912 -0.04297473 -10.2682 -10.30406 -10.76604 -10.62356 -10.42004 -8.528065 0.2928813 0.4204056 10.89608 10.31459 0.1242997 0.7165291 0.7533554 -0.02853609 0.7241897
-4.810325 -0.6329618 -0.8331627 -1.040038 -0.8986431 -0.6565246 -1.164585 -0.7425447 -0.6685439 -1.152602 -1.792521 0.1038021 -9.974892 -10.15238 -10.83682 -11.04794 -7.99814 -10.68091 0.09277729 -0.08101933 11.13138 10.3191 0.2117137 0.9512589 1.067261 -0.02512177 0.4472214
-4.807952 -1.082906 -1.053921 -0.8604846 -0.9368491 -0.7083627 -0.9536893 -0.6882228 -0.7497675 -0.7908032 -2.071183 0.3370903 -9.840142 -9.921959 -11.01641 -10.27831 -11.10636 -8.879504 0.3986563 -0.01278943 11.08467 9.991233 0.1428661 0.5833656 1.114199 0.07428098 1.626811
-4.776509 -0.3433577 -0.9937471 -1.102353 -1.183037 -1.219185 -1.237106 -0.6045669 -0.6951009 -1.583439 -1.494401 0.2379606 -9.757386 -9.836934 -10.32884 -9.654408 -7.680304 -7.151968 0.1582775 0.1159513 10.40139 10.18322 0.2497108 0.9375517 0.3544413 0.124146 -0.1162287
-4.710299 -0.5202636 -0.8602114 -1.014183 -0.9844895 -1.191812 -1.254624 -0.8330707 -1.057207 -1.228524 -0.3595411 0.1871744 -9.883265 -9.712447 -9.825974 -9.902222 -8.9873 -7.326016 0.2303125 -0.01547354 10.04009 10.26439 0.1240576 0.7196184 0.3723384 -0.04949374 -0.4583182
-4.734215 -1.190093 -0.9823912 -0.9665842 -1.015741 -0.9016213 -1.213405 -0.7620712 -0.9500074 -0.9108804 -1.214896 0.4299566 -10.01502 -9.924997 -10.34887 -9.930354 -10.18921 -7.463455 0.05416854 -0.08039971 10.53118 10.26911 0.1835773 0.4309317 0.7206295 0.06379582 0.598155
-4.767848 0.09510327 -0.942448 -0.8335316 -0.7712559 -0.9016904 -1.175735 -0.7569644 -1.014528 -1.35027 -1.08602 0.3309771 -9.85431 -9.866283 -10.53558 -10.49026 -9.653167 -9.682778 0.2213491 -0.3534918 10.72472 10.18124 0.1886277 0.4388074 0.4229791 -0.1573804 0.007549803
-4.853525 -1.370432 -0.7038361 -0.9541714 -0.898232 -0.9721575 -1.098842 -0.66839 -1.124512 -1.560091 -1.475977 0.2997933 -9.950407 -9.893132 -10.62893 -10.42046 -8.860065 -9.854884 0.3234575 -0.2757727 10.74083 10.26315 0.3277175 0.7518149 0.5021363 0.0432166 0.7094265
-4.843734 -1.369076 -0.9346769 -1.130434 -0.93798 -1.072561 -1.199007 -0.9616372 -0.9644543 -0.9623837 -0.7842016 0.2117717 -10.05364 -9.899324 -10.12104 -9.698319 -9.131833 -7.484154 0.2974766 -0.08572136 10.41043 10.3424 0.2166499 1.017987 0.9732418 -0.06858032 0.5071924
-4.768143 -0.906357 -1.04703 -1.267432 -1.08411 -1.215684 -1.127693 -1.061803 -0.9245724 -1.446278 -2.354721 0.2588986 -9.793012 -9.869011 -10.30803 -10.63815 -8.553748 -9.313522 0.2240551 0.03112434 10.73907 9.968319 0.2882091 0.6475246 0.143238 0.000920826 -0.1687458
-4.705513 -1.540136 -0.8793395 -1.185126 -0.9351108 -1.069365 -1.138052 -0.8462844 -1.117158 -1.459931 -3.299192 0.1268305 -9.714496 -9.79442 -10.42565 -9.280112 -9.61288 -8.78441 0.03690227 -0.2417555 10.91948 10.08806 0.1554969 0.6298689 0.5308363 0.05391736 0.06587029
-4.850916 -0.237505 -0.7929368 -1.01276 -0.8044651 -0.9595363 -1.167781 -0.7702356 -0.9144938 -0.7157898 -1.775758 0.1636668 -9.886366 -9.979188 -10.54279 -10.40374 -10.0541 -8.525661 0.1711884 -0.2144949 10.54015 10.10318 0.1412062 0.4591104 0.0314991 0.1650304 0.7812927
-4.876574 -1.354901 -0.8025944 -1.045608 -0.8926276 -0.9741183 -1.08089 -0.6703015 -0.9830104 -1.394557 -1.598496 0.3792504 -9.614384 -9.688834 -10.08914 -9.768587 -8.871636 -8.390048 -0.005304852 -0.3489278 10.31513 10.11872 0.2868358 0.4767222 0.21924 0.04721996 -0.02515221
-4.958269 -0.8187783 -1.011516 -1.171508 -1.008708 -1.196509 -1.173908 -0.9867574 -0.9813151 -1.325109 -0.5085501 0.4482989 -9.490084 -9.418323 -9.9491 -9.736873 -8.793547 -9.769812 -0.02391201 -0.5008478 10.34237 9.87007 0.3678489 0.7062378 0.2793499 0.09341408 -0.07290742
-4.822212 -0.1684501 -0.8231225 -1.007203 -1.035163 -1.091787 -1.059008 -0.6787174 -1.189216 -1.425231 -0.4291451 0.06107544 -9.433631 -9.412777 -10.24858 -9.268719 -9.007043 -10.08668 0.1246108 0.1882488 10.49072 9.70287 0.1080455 0.6930021 0.4892824 0.1641502 0.5756386
-4.734305 -0.7552815 -0.5550873 -1.040922 -0.8905202 -0.9466696 -1.054017 -0.7977988 -0.8989551 -1.359989 0.4499646 -0.0465623 -9.521179 -9.629761 -10.03851 -9.630224 -9.422092 -8.161219 0.1005907 -0.002855818 10.24182 9.71 0.09456899 0.5031374 0.190881 0.1491074 0.3663928
-4.647592 0.1778918 -0.942026 -0.8205534 -0.9409514 -0.7457825 -0.9664482 -0.7195287 -0.7266918 -1.447934 -1.085113 0.01112639 -9.535663 -9.329053 -10.04791 -9.679046 -7.426672 -8.424419 0.1465549 0.01682558 10.19937 9.494994 0.09497085 0.3522902 -0.06854501 0.03054351 0.0880852
-4.703731 -0.9490315 -0.8214926 -0.8959188 -0.7222065 -0.698518 -0.9557944 -0.425397 -0.6410273 -0.940058 -0.5598552 0.04972597 -9.323663 -9.361167 -9.668165 -9.012536 -8.070003 -7.830908 0.2334712 -0.02849042 9.701785 9.337884 0.014786 0.540522 -0.08440059 -0.02670289 0.08867209
-4.804012 -0.03652716 -0.655282 -0.7878112 -0.6315186 -0.7526431 -0.8646948 -0.6292052 -0.7095414 -0.5868473 0.5236886 0.08712357 -9.085668 -9.244692 -9.475531 -9.117337 -7.894336 -7.045413 0.07724147 -0.1004829 9.634577 9.429687 0.1995904 0.5870802 0.5424914 0.07603667 0.3349582
-4.855208 0.4225296 -0.6426041 -0.8619061 -0.6913012 -0.8650432 -0.7255799 -0.5670187 -0.3760473 -1.060737 -0.2004069 0.08359833 -9.298508 -9.075834 -9.672972 -9.073051 -10.61901 -8.559729 0.1647824 0.1043042 10.00884 9.382745 0.1792738 0.6893112 -0.06927949 0.02656132 0.8028888
-4.767115 -0.9820957 -0.526525 -0.7486111 -0.6044361 -0.7872233 -0.7120773 -0.5639097 -0.8470949 -1.344068 0.8616788 -0.06614621 -9.457022 -9.475252 -9.646634 -9.410715 -6.757354 -8.608433 0.1087827 0.08582387 9.822482 9.605468 0.1501827 0.6841312 0.5969394 -0.08376862 -0.1350939
-4.829049 -0.7160109 -0.5227953 -0.7557424 -0.8014318 -0.6404489 -0.8083826 -0.4048528 -0.612315 -1.183058 -0.1615994 0.1332995 -9.380912 -9.427155 -9.651825 -9.525599 -8.575099 -11.21842 0.09136064 0.1718116 9.96453 9.711838 0.1259645 0.5290353 0.9985764 -0.09652314 0.04708343
-4.901848 -0.3055964 -0.4206782 -0.5643349 -0.5399138 -0.5387249 -0.7074216 -0.4581086 -0.4469901 -0.7996858 -0.9533145 0.2736711 -9.581131 -9.386682 -10.20017 -9.892001 -10.1203 -8.722614 0.05005786 -0.127259 10.24907 9.751195 0.1495632 0.4974396 0.1910767 0.07836644 -0.319657
-4.90435 0.05758413 -0.4791481 -0.5702298 -0.4475894 -0.4964359 -0.5302899 -0.4249417 -0.4042436 -0.9320955 -0.7006005 0.09298721 -9.449593 -9.427374 -10.03712 -10.38573 -10.05399 -9.728556 0.1346882 0.05665369 10.29264 9.757237 0.1623669 0.1781405 -0.1850191 -0.1046897 -0.1633006
-4.943632 0.5091317 -0.4510716 -0.7494622 -0.4564765 -0.5937853 -0.689444 -0.1912553 -0.5029522 -1.071086 -0.7080711 0.1566405 -9.552127 -9.60889 -9.66751 -9.110556 -8.320293 -9.09297 0.3029641 0.4614816 9.905477 9.775712 0.2159061 0.3191255 -0.8209961 -0.04797147 0.05501554
-4.954842 0.09734538 -0.5862723 -0.6434653 -0.5381509 -0.6269116 -0.6918945 -0.2233126 -0.4070748 -1.239854 -0.972822 0.05146289 -9.647579 -9.737114 -9.652212 -8.841602 -8.025643 -8.805634 0.4380483 0.09419449 9.821666 9.893264 0.1255159 0.8521261 0.3594195 -0.08278595 0.2102336
-4.974522 -0.4343156 -0.44274 -0.7229738 -0.6432703 -0.5603595 -0.7834009 -0.2784023 -0.6593764 -0.9073533 0.6432218 0.2054663 -9.520857 -9.625803 -9.679919 -9.953909 -7.925688 -9.509052 0.3264135 -0.08922856 9.950996 9.796534 0.217861 0.6090358 1.264033 0.09325919 0.6561962
-5.00719 -1.250476 -0.5834919 -0.6370215 -0.6326827 -0.7388578 -0.8630816 -0.3259038 -0.7264995 -0.7578298 -0.8825387 0.2144332 -9.401117 -9.363249 -9.827552 -9.049662 -9.064328 -9.102529 0.2582397 -0.2415666 10.16513 9.691745 0.2928298 0.4153934 0.6699647 0.09292376 -0.1171498
-4.870576 0.1273806 -0.6485655 -0.811354 -0.6456858 -0.6762253 -0.7811313 -0.452414 -0.6855567 -0.8615953 -1.153785 0.1672653 -9.131408 -9.435566 -9.62237 -9.822657 -9.390477 -7.217253 0.3452684 0.07446857 9.638363 9.454219 0.2360811 0.4647159 0.5692158 0.02983226 0.4981508
-4.831043 -1.586621 -0.8054074 -0.9236097 -0.8356805 -0.6432459 -0.918967 -0.5031376 -0.6490791 -1.486015 -0.5928364 0.2802202 -9.263541 -9.199792 -9.687119 -9.250353 -10.26286 -8.083602 0.2207713 0.05284196 9.883982 9.537029 0.2245441 0.7140577 0.9663246 0.02502917 0.1522013
-4.845551 0.1400443 -0.6272573 -0.7020504 -0.5740282 -0.7854395 -0.7852628 -0.4318571 -0.8040318 -1.06942 -0.3217369 0.2556857 -9.194895 -9.161201 -9.771426 -9.988288 -7.532079 -7.369439 0.3332774 0.03929937 9.980185 9.415288 0.07413365 0.6831927 0.6422881 0.07603114 -0.09186851
-4.863916 -1.70825 -0.585245 -0.5690531 -0.5673347 -0.6970507 -0.6948805 -0.2873741 -0.266796 -0.9798897 -0.1103131 0.1719523 -8.983543 -9.107134 -9.885099 -9.875092 -8.566891 -6.894283 0.1726261 -0.2975977 10.10901 9.370673 0.1751666 0.4783031 -0.03050047 0.04644183 -0.05338917
-4.879071 -0.6343586 -0.5403439 -0.5927956 -0.5057424 -0.6624546 -0.7567011 -0.4622845 -0.653464 -0.9924631 0.1965135 0.06604355 -8.969035 -9.098098 -9.973702 -9.565292 -8.581978 -7.108552 0.2555264 -0.01617089 10.34289 9.365529 0.216852 0.5622969 0.2794445 -0.03625364 0.3522788
-4.945679 -0.2024123 -0.5166771 -0.5882446 -0.6060836 -0.6289674 -0.648782 -0.6125482 -0.4624455 -0.896303 -0.878794 0.03451678 -8.974299 -8.94778 -9.896553 -10.08528 -8.606817 -8.62219 0.256525 0.2365081 10.00987 9.12277 0.2305578 0.2851627 0.222356 0.2485625 0.6621828
-4.955263 -0.4732128 -0.5360525 -0.7058713 -0.4499104 -0.4114229 -0.5936132 -0.4739658 -0.5037413 -0.8760504 -2.015076 0.05708926 -9.105083 -9.1081 -9.517356 -8.971016 -8.080567 -8.306736 0.3265216 0.2449336 9.585342 9.207221 0.1973727 0.4898435 0.2557707 0.1918781 0.3027709
-4.990706 0.5341975 -0.5589593 -0.585051 -0.5586494 -0.5796881 -0.4910388 -0.1176362 -0.4075791 -1.084438 -1.314215 0.03727711 -9.173868 -9.252401 -9.194584 -8.723121 -10.18725 -6.313075 0.2987905 0.06196363 9.487371 9.397711 0.1252371 0.4447826 0.5986208 -0.04906986 -0.05029013
-5.066564 -0.6538743 -0.4926357 -0.5471557 -0.4620391 -0.6682911 -0.5295626 -0.3488543 -0.6485683 -0.8675731 -1.471568 0.1318685 -9.105028 -8.951273 -8.904429 -8.712264 -7.253134 -6.348578 0.1699076 -0.08155297 9.296844 9.267731 0.1351189 0.3809381 0.4866536 0.01749462 0.1105954
-5.299368 -0.6314453 -0.3184051 -0.4027196 -0.2060616 -0.3163842 -0.3379151 -0.07546678 -0.1898097 -0.3299564 -0.4777809 0.01922379 -9.123082 -9.05 -9.158124 -10.01859 -9.119984 -9.023637 0.1785107 -0.09195234 9.553588 9.390659 0.1158586 0.6449089 -0.3644577 -0.05731198 0.520783
-5.315523 0.3387716 0.1121394 -0.1642133 -0.2406577 -0.1430796 -0.3741706 0.2213214 0.1133728 -0.2858075 0.1455598 0.1048326 -9.01404 -9.04916 -9.147208 -9.036331 -7.984929 -7.790575 -0.05528358 -0.2619737 9.261985 9.174245 0.2030602 0.4284635 0.8008959 -0.04468091 0.3012417
-5.291134 0.1674553 -0.03012267 -0.1247661 -0.1636459 -0.1413188 -0.220682 0.1588328 -0.188016 -0.4480269 -0.8253834 0.1793709 -9.119235 -9.080609 -9.118118 -8.866082 -10.39968 -8.823188 -0.03023899 -0.1864785 9.416965 9.308885 0.2403406 0.4635308 0.9433995 0.1428776 1.178264
-5.237288 -0.283403 -0.193604 -0.164558 -0.2792536 -0.1388184 -0.1323849 -0.06615493 0.1377089 -0.3079401 -0.678287 0.1212534 -9.034082 -8.847024 -9.263275 -8.838823 -7.597635 -9.316393 0.2913839 -0.1237049 9.514371 9.095983 0.1734555 0.7203298 0.306544 0.1426722 6.534405e-05
-5.270343 0.5029367 -0.2486776 -0.2283603 -0.3156138 -0.1636587 -0.4434631 -0.009245551 -0.2788291 -0.5254216 -0.493417 0.1251567 -8.658814 -8.520126 -9.221934 -8.36142 -7.025965 -9.166438 0.2554227 -0.04034554 9.334014 8.784046 0.1094762 0.4070488 0.7170917 -0.005237414 0.2836225
-5.247123 -0.5526826 -0.2240422 -0.4820128 -0.2197728 -0.2027854 -0.3807318 -0.07402236 -0.2230789 -0.2232124 -0.9412299 0.1226254 -8.627508 -8.528844 -9.737624 -9.228628 -7.473778 -9.411867 0.1963841 -0.1778594 9.953352 8.763928 0.03340431 0.5461086 0.201 0.06843532 0.2544182
-5.309543 -0.336791 -0.06673736 -0.3243334 -0.2064777 -0.2445556 -0.4660985 -0.05173394 -0.09652962 -0.2362715 0.0574057 0.1890204 -8.658856 -8.465688 -9.45108 -9.003909 -7.711785 -8.938057 0.07102145 0.03031299 9.58694 8.850345 0.2511282 0.6206852 -0.02764629 0.1234303 -0.06459399
-5.380494 -0.2039011 -0.1274154 -0.1305028 -0.1605977 -0.2206114 -0.3290261 -0.02243065 -0.001454136 -0.328285 -0.5254273 0.04465755 -8.731231 -8.685861 -9.201266 -8.475377 -9.145335 -6.770141 0.3769974 0.05719856 9.280566 8.842496 0.1278551 0.4486548 0.09809534 0.09604156 -0.2105603
-5.277457 0.9523032 -0.3030666 -0.3396155 -0.2674503 -0.4132512 -0.3651473 -0.1326524 -0.1191348 -0.4100105 -0.3670979 0.1092483 -8.66296 -8.508692 -8.945429 -9.13926 -7.879218 -5.307364 0.1886754 0.05455891 9.163557 8.839762 0.1835621 0.4951441 0.1503053 0.1181745 0.5022041
-5.355912 0.3690234 -0.3474187 -0.2549389 -0.2418601 -0.2555402 -0.3615221 0.09879145 -0.1911113 -0.2225482 -1.543308 0.1980489 -8.597698 -8.457029 -9.07143 -8.554195 -9.064445 -6.652317 -0.03761768 -0.1441113 9.223042 8.696665 0.213942 0.4773249 0.7834561 -0.04648814 1.075529
-5.374487 1.116085 -0.2710368 -0.4197407 -0.2125838 -0.3415807 -0.4545579 -0.339176 -0.1541779 -0.1798287 -0.9322906 0.2211386 -8.307752 -8.510495 -9.296541 -9.224281 -7.676663 -7.29927 0.1852677 -0.1222514 9.51567 8.65446 0.1714913 0.5070432 -0.08627048 0.04970065 0.2730644
-5.525296 0.3022799 -0.3268064 -0.3692389 -0.2414904 -0.336696 -0.5419816 -0.149709 -0.4953137 -0.4523749 -0.7250238 0.2726453 -8.357616 -8.418632 -9.010441 -8.89977 -6.921391 -8.139047 0.1415873 -0.165978 9.256581 8.746581 0.1999272 0.5250184 0.447558 0.01585189 -0.2428554
-5.469212 -0.3676745 -0.2044747 -0.4148739 -0.3490715 -0.549634 -0.5524319 -0.241162 -0.2030093 -0.6952656 -0.7652188 0.2848527 -8.533708 -8.408873 -9.098877 -9.171706 -8.137231 -6.299642 0.3148069 0.1468586 9.396588 8.784512 0.2929022 0.306327 0.6151666 0.1133727 -0.1036268
-5.443276 -0.5249076 -0.4132271 -0.4675994 -0.397113 -0.5225584 -0.5400478 -0.1625375 -0.4121508 -0.7047728 -0.4768587 0.3728998 -8.596478 -8.519681 -8.968964 -8.615919 -8.216204 -7.539754 0.2110484 -0.196511 9.285096 8.812195 0.1613659 0.5297063 0.941372 0.09798824 0.08226633
-5.407584 -0.8660136 -0.4725647 -0.6484209 -0.4988571 -0.4787915 -0.5152089 -0.4236715 -0.3731033 -0.7138731 -0.806237 0.2803269 -8.567371 -8.561735 -9.11543 -9.090092 -8.716268 -7.163567 0.3565841 -0.1576432 9.565081 8.851819 0.2417754 0.7359414 0.3285249 -0.03713023 -0.1701909
-5.32707 -1.401097 -0.459735 -0.6022337 -0.5607786 -0.4033063 -0.5883201 -0.229054 -0.5332885 -0.4560336 -0.3990513 0.1977114 -8.5731 -8.580018 -8.850315 -8.647273 -7.645981 -6.814211 0.221645 0.2289971 9.367065 8.909729 0.1422763 0.7921337 0.2655805 0.1788385 0.4890976
-5.383213 0.03544774 -0.4922072 -0.5309337 -0.5416017 -0.5345197 -0.6970549 -0.1247969 -0.5943002 -0.6595261 -0.9778385 0.2117859 -8.545247 -8.665056 -9.060838 -8.782934 -7.821516 -7.214528 0.2043431 0.2255649 9.481793 9.02955 0.3008605 0.7925272 0.5209575 -0.04135618 0.1240481
-5.616774 -0.0914846 -0.3242453 -0.4145022 -0.3316217 -0.394099 -0.1797883 -0.3835275 -0.3735794 -0.7343552 0.1988663 0.05785566 -8.741758 -8.660581 -9.689963 -9.250769 -9.734044 -7.342151 0.3620356 0.3678491 9.635145 8.926989 0.09487924 0.4339782 0.4237834 0.01136595 0.7232938
-5.709494 -0.4219263 -0.2494201 -0.2772656 -0.1458217 -0.1587684 -0.2297559 0.09737898 -0.2226177 -0.2117953 -0.2073987 -0.05596471 -8.869661 -8.649219 -9.288201 -8.782859 -9.628218 -8.759622 0.3201814 -0.2514239 9.420487 8.906928 0.1500838 0.5613675 0.1257377 0.2800069 0.4556491
-5.791631 0.2429513 0.04337567 -0.1498723 -0.00204783 -0.08517128 -0.3982728 0.079667 0.1916239 -0.5221445 -0.9937427 0.1822674 -8.746451 -8.697273 -9.016875 -8.386355 -9.148959 -7.390661 0.1384961 -0.1184142 9.06638 9.020564 0.2430555 0.4788549 0.1084946 -0.005746221 0.07507464
-5.822071 0.450246 0.1182519 -0.1910662 -0.01484016 -0.05760225 -0.082876 0.1894974 0.2541841 -0.1067718 0.04928979 0.31096 -8.837206 -8.837219 -8.920177 -8.447033 -8.361146 -7.889221 -0.03126519 -0.2107886 9.188107 9.063966 0.0747295 0.6489937 0.2228139 0.07130581 0.3323836
-5.835175 -0.2252565 -0.05468984 -0.2820668 -0.1842711 -0.03502946 -0.2473207 0.09993011 -0.3030734 -0.698029 -0.01861229 0.3037619 -8.634772 -8.598542 -8.967793 -9.128845 -6.211178 -8.186682 0.1234168 -0.1028213 9.249455 8.887815 0.1321687 0.4645258 0.4262954 0.05632264 -0.8895835
-5.789542 0.1860942 -1.475015e-05 -0.05113514 0.006021355 -0.02634706 -0.2335827 0.02785885 -0.04411953 -0.6057068 -0.3268589 0.1341642 -8.725836 -8.605739 -8.920432 -9.593387 -7.100534 -6.833173 -0.1171207 0.0738642 8.996047 8.833546 0.1899152 0.516978 0.3380266 0.1087881 0.3196715
-5.79951 1.230181 0.1023005 -0.1709665 -0.01684343 -0.01231287 -0.1484761 0.1935062 -0.1385337 0.0732464 -0.9069608 0.003012857 -8.653185 -8.695873 -8.949707 -7.997043 -9.054564 -7.818234 -0.08471033 -0.1365234 9.179751 8.815124 0.1645955 0.4101385 0.2485061 0.06915231 0.7348348
-5.859092 0.5292752 0.2453097 0.1381809 0.08205881 0.1866922 0.278953 0.2707598 0.2042281 -0.2347431 -0.2273069 -0.0002874507 -8.647705 -8.679917 -9.361388 -8.761277 -8.772714 -7.922144 0.08528477 0.0161774 9.498492 8.801973 0.05746144 0.4889561 0.06062997 -0.01618565 0.4711741
-5.972849 -0.1549022 0.1551558 0.03191033 0.2504055 0.1152934 0.0193716 0.4652894 -0.02560464 -0.3691268 0.8801451 0.2600891 -8.658478 -8.438037 -9.290169 -9.200283 -8.65404 -8.630226 -0.04539736 -0.2866563 9.62548 8.817106 0.2120839 0.8908771 0.1072205 -0.1689201 0.6055744
-5.862419 -0.3544989 0.02761522 -0.2350018 -0.1304028 -0.2619246 -0.1746481 0.2872059 0.2358476 0.0174457 0.240439 0.3291551 -8.598114 -8.486458 -9.223907 -9.319198 -8.376703 -6.559082 0.1546212 -0.1159701 9.688666 8.899585 0.1240833 0.6467177 0.3492147 -0.1671088 0.5320891
-5.934523 0.1189791 -0.2563517 -0.3832013 -0.2292912 -0.185196 -0.3473781 -0.003889517 0.01677025 -0.3073008 -1.001486 0.4639362 -8.576773 -8.527101 -9.063062 -8.436259 -6.030054 -8.29336 0.2541141 -0.0966678 9.292109 9.004087 0.2699133 0.6050218 -0.08884849 0.06470412 -0.0508196
-5.945477 -0.1674583 -0.009454611 -0.352964 -0.1712883 -0.2992113 -0.2262766 -0.2113411 -0.2158598 -0.7814093 -0.4167916 0.1419053 -9.030096 -8.711424 -8.944444 -8.515503 -6.976416 -6.319479 0.2713628 0.02919783 9.245447 9.244017 0.2124632 0.4244447 0.7226996 0.1012441 0.3774845
-5.865182 0.5325469 -0.2738315 -0.4470083 -0.3027414 -0.3233861 -0.3250532 -0.06205455 -0.1064492 -0.8424167 -1.43409 0.2271511 -8.962506 -8.830816 -9.14561 -8.733247 -7.823878 -6.862638 0.3398039 0.1615168 9.286124 9.096219 0.2342063 0.2185162 0.1509044 0.1080959 -0.06080182
-5.750717 -0.00732475 -0.3499706 -0.5687592 -0.402864 -0.2968988 -0.3695465 -0.1938371 -0.4470748 -0.6514451 0.278644 0.1733196 -8.894855 -8.655483 -9.452165 -8.878143 -8.584505 -6.860133 0.4188978 -0.1490589 9.579262 8.994138 0.1878705 0.4985042 0.4980363 0.04152319 0.5226558
-5.736793 -0.9981682 -0.5064224 -0.4320954 -0.3365145 -0.3874511 -0.464874 0.1151627 -0.217997 -0.6411952 -1.766229 0.2151335 -8.889985 -8.928749 -9.545471 -10.22882 -7.444271 -7.347615 0.2928924 0.1786264 9.866237 9.252362 0.1044555 0.7266991 0.2985301 0.01274625 0.1986074
-5.58629 -0.7891819 -0.2631499 -0.5762134 -0.5711788 -0.4861512 -0.5850961 -0.3997926 -0.3634149 -0.5044633 -1.208682 0.1231559 -8.815748 -8.826774 -9.513046 -9.728511 -7.317911 -8.595703 0.2764875 -0.1930902 9.752304 9.28166 0.2074176 0.8310941 0.159723 -0.06567387 -0.04793574
-5.557762 0.1803554 -0.4440956 -0.6205265 -0.5192578 -0.5418948 -0.5195876 -0.2068042 -0.4236641 -0.934024 -0.4978569 0.1828533 -8.974064 -8.908265 -9.183983 -8.794693 -7.856413 -8.466271 0.3618144 -0.06071962 9.518853 9.182765 0.2488732 0.7127518 0.269472 0.1303943 -0.2127395
-5.463705 0.5972298 -0.4943004 -0.6670806 -0.5814815 -0.4918838 -0.7473454 -0.1129095 -0.3074866 -0.7926383 0.1449955 0.3148153 -8.915683 -8.761329 -9.419241 -9.297995 -8.897964 -8.269988 0.2775004 -0.3836565 9.664729 9.186911 0.2881898 0.8117534 0.3685007 0.1334 0.1333244
-5.443296 0.619158 -0.4968888 -0.6637258 -0.5695489 -0.3886142 -0.4992821 -0.292612 -0.3444978 -0.9578339 -0.449993 0.3575324 -8.796514 -8.865674 -9.505905 -10.00405 -9.1172 -7.334359 0.3583608 -0.3664441 9.710568 9.088623 0.2584755 0.425451 0.8474739 0.02473486 0.4047591
-5.35865 0.2621498 -0.5921258 -0.7802852 -0.5887753 -0.6391614 -0.6916654 -0.5028044 -0.4743309 -0.9371791 -0.5145051 0.2473119 -8.717605 -8.832924 -9.268977 -9.956438 -8.969252 -7.487065 0.3469343 0.257761 9.609707 9.076699 0.06217766 0.5928809 0.5822107 -0.01049449 0.06907316
-5.273287 0.160447 -0.6560665 -0.6709401 -0.5999691 -0.6366382 -0.6162909 -0.2797992 -0.6146214 -0.9509042 -0.7337992 0.1549405 -8.764443 -8.971849 -9.592184 -8.888318 -6.299724 -8.632983 0.3923964 -0.1760869 9.738995 9.204484 0.02989842 0.4198249 0.1199385 0.08716185 0.5324678
-5.324996 -1.307102 -0.5049236 -0.710543 -0.7442409 -0.5676821 -0.8536996 -0.3385298 -0.6660504 -0.6202538 0.5767084 0.2832894 -8.947495 -8.926559 -9.62864 -9.506493 -8.707228 -7.76455 0.3599976 -0.06550087 9.943565 9.217598 0.1496127 0.4452371 0.1734347 0.008031452 0.2484795
-5.384297 -0.2864023 -0.4128831 -0.6463895 -0.5358033 -0.706504 -0.8618569 -0.5319503 -0.8164466 -1.022955 -0.8477891 0.2158915 -8.959445 -8.807654 -9.227904 -9.797906 -8.878908 -7.149053 0.3110703 0.3433074 9.456305 9.243677 0.2482911 0.4118525 0.06206025 0.03034549 -0.4477371
